订单数量,供应商名称
1,深圳顾友特种光源有限公司
1,深圳市煌润五金塑胶制品有限公司
1,慈溪市王铁匠五金产品经营部
1,北京科朗达科技有限公司
1,北京纤华源光电子材料有限公司
3,深圳市赛维拉科技有限公司
3,温州东科生物科技有限公司
1,深圳市依时货拉拉科技有限公司
7,赛默飞世尔科技（中国）有限公司
2,上海子鹏生物科技有限公司
1,深圳锐力光电科技有限公司
6,北京中科科仪股份有限公司
2,温州恒韵生物科技有限公司
3,深圳市万臣科技有限公司
1,深圳市嘉曼工业设备有限公司
3,天津中能锂业有限公司
2,上海涉科光电科技有限公司
1,深圳市佳莱特光电科技有限公司
1,深圳市福田区旺鑫达电子经营部
1,深圳市相见欢实业有限公司
3,北京金源新材科技有限公司
3,海门市振慧实验器材经营部
3,二道区优博仪器经销处
2,天津市河北区浮利赛五金销售中心
4,江苏美迪森生物医药有限公司
1,深圳市南山区鑫佰优办公设备经营部
3,广州创伟生物科技有限公司
14,深圳远途科技贸易有限公司
1,深圳双海贸易有限公司
1,深圳市瑞鑫达科教仪器贸易部
1,深圳市赛博科亚科技有限公司
2,广州拓标化玻仪器有限公司
1,苏州馨雅达家具有限公司
1,深圳市赛博亚科技有限公司
1,深圳市碳纤维复合材料科技
1,东莞京东利昇
1,广州晶东贸易
1,瑞奇教学仪器
5,深圳市南山区众兴科技电子经营部
4,营口奥匹维特新能源科技有限公司
1,深圳市智欧电路有限公司
3,泾县新越实验仪器经营部
2,永康市臻宇家居用品有限公司
2,深圳市宝安区新安西格玛电子商行
2,深圳市兴安达五金塑料制品有限公司
1,上海肯鹏电子科技有限公司
1,北京京迈研材料科技有限公司
2,深圳市瑞鑫达
1,七星区光敏电子经营部
3,揭阳市创越三维科技有限公司
1,山东老屯汽配城
3,深圳市杰事利科技有限公司
3,厦门钨业股份有限公司
1,浙江莫泰电气
4,中诺新材
21,深圳市赛恩思生物科技有限公司
1,深圳市安斐科技有限公司
2,深圳市福田区赛格电子市场佳和启航电子经营部
1,上海随乐贸易有限公司
1,上海线蓝数码科技有限公司
1,西格玛奥德里奇（上海）贸易公司
3,深圳市正冠光电科技有限公司
2,深圳市佳宝特实业有限公司
2,深圳市福永生物科技有限公司
1,深圳面兜兜科技有限公司
2,深圳美之高实业发展有限公司
1,北京大舜电子有限公司
3,深圳市斯柏锐电子科技有限公司
1,欧莱德五金旗舰店
1,南京茂甘仪器科技有限公司
1,深圳伯纳材料科技有限公司
1,深圳华宇思创科技有限公司
1,深圳华宇思创有限公司
2,南城北纳创联生物科技有限公司
2,深圳市冠森电子有限公司
1,兰州市瑞源机械设备有限公司
4,深圳市南山区凯斯通达电子经营部
1,深圳市南山区九丰文具商行
2,中诺新材科技有限公司
2,南京橙乐云信息科技有限公司
6,上海雷布斯生物科技有限公司
2,相城区望亭镇耐诺丝电子商务店
1,广州汉网贸易有限公司
15,深圳市昌泰化工科技有限公司
2,高新区狮山安优洁防静电产品经营部
2,深圳市艺馨电子商务有限公司
2,深圳市东科华家具有限公司
1,北京瑞氟斯
1,深圳市南山区华夏电子商行
1,北京世纪卓越信息技术有限公司
1,深圳市海泰宏强科技有限公司
1,深圳市宝安区沙井鑫衡嘉气动元件经营部
1,武汉市硚口区金门子汽车用品商行
1,深圳市添翼兴电子科技有限公司
7,兴化市楚卫金属制品有限公司
2,深圳市明生金属材料有限公司
1,深圳市佰瑞特五金制品有限公司
18,东莞市汇通手板模型有限公司
25,广东晶东贸易有限公司
1,深圳市安智星科技有限公司
1,上海市松江区岳阳街道洁磊五金店
1,深圳市兴晟电路技术有限公司
1,东莞市石排凯胜自动化设备商店
1,苏州高新区狮山维玛捷奥电气经营部
1,泉稷（上海）实业有限公司
1,乐清市柳市稳定电器经营部
1,星虫机器人（上海）有限公司
9,佛山市爱折腾信息技术有限公司
1,深圳市庄聚科技有限公司
3,深圳市福田区信泰微电子商行
3,深圳市南山区永辉盛数码电脑配件经营部
1,珠海市新力驰商贸有限公司
1,深圳市鑫宏昌磁材有限公司
1,无锡新区荷妹针织品商行
1,苏州高新区赛格电子市场鸿龙电器经销部
1,兴化市星际石英制品厂
2,广州阳瑞仪器科技有限公司
1,杭州弘达电气有限公司
16,深圳市科普生物有限公司
1,深圳市一加精密科技有限公司
15,深圳市南山区鹏兴电子配件经营部
1,深圳市南山区顺华达数码商行
8,1231
4,深圳市诺华斯生物科技有限公司
2,深圳市大鹏新区兴润达超市
11,中镜科仪
4,深圳市南山区全盛电子经营部
2,深圳市昌盛达电子发展有限公司
1,南京苏测计量仪器有限公司
1,深圳市锐德威模具有限公司
2,广州耀远科学仪器有限公司
1,郑州市傲威电子科技有限公司
5,深圳市南山区伟信五金商行
10,深圳市普笙乐科技有限公司
2,东莞市桥头飞翔精密机械加工厂
1,深圳市融通五金模具有限公司
1,西安科酷电子商务有限公司
1,深圳市福田区万福特电子经营部
2,普宁市吉日电器
1,北京敏光飞逸科技有限公司
1,兴化市宏达管业有限公司
1,奥宾仕（五金）
1,Risym官方旗舰店
1,Feintool先进威专卖店
1,莲花数码精品
1,杭州长城机电市场承逸五金经营部
1,金骏泰螺丝店
1,亮飞五金专营店
1,深圳市阿拉贸易有限公司
1,深圳市工客创新科技有限公司
1,岩立信气动液压五金店
1,来来网网的小铺
1,冉华电子经营部
7,贸泽电子
1,深圳书芯艾科技有限公司
1,洛阳市双镁办公家具有限公司
1,广州鸿康生物科技有限公司
7,深圳市未来工场科技有限公司
14,深圳市优加精密科技有限公司
4,深圳宏康悠生物科技有限公司
1,深圳市森瑞普机电有限公司
2,深圳市健康水屋贸易有限公司龙井分店
1,深圳市昊辉诚电子材料有限公司
2,上海亚芃生物科技有限公司
2,上海圣钻钻石有限公司
18,佛山市南海区明俊长荣机械厂
1,优合（广州）生物科技有限公司
1,武汉华中科大仪博生命科学仪器有限公司
3,广州智呈海科技有限公司
1,长春市奥胜和医疗器械有限公司
1,上海一基实业有限公司
4,河南中镜科仪进出口贸易有限公司开封分公司
4,梯希爱（上海）化成工业发展有限公司
1,北京华卓特陶瓷
2,上海紫波贸易商行
1,天虹商场股份有限公司
1,宁海县竹月阁家艺有限公司
1,睢宁尚云财家具有限公司
10,湖南丰晖生物科技有限公司
1,上海途凌贸易有限公司
2,深圳市宇宙机电有限公司
1,南京葵克光电科技有限公司
2,深圳市福田区赛格电子市场俊佑电子营业部
4,苏州中芯启恒科学仪器有限公司
3,复材易购
1,广州贝奥吉因生物科技有限公司
1,郑州鼎益信息技术有限公司
3,上海谱色仪器设备销售中心
2,上海色敏电子设备技术中心
1,上海积量贸易商行
5,上海米开罗那机电技术有限公司
1,深圳市福田区迪信创电子商行
1,深圳市鑫威成电子材料有限公司
3,广州雷得生物技术有限公司
12,南京先丰纳米材料科技有限公司
1,喜乐淘贸易有限公司
3,晶东贸易有限公司
1,宜兴瑞邦
2,北京拓扑光研科技发展有限公司
1,义乌市川木日用品有限公司
2,南京市秦淮区多班电子经营部
1,东海县凯凯石英制品有限公司
1,兆盛不锈钢
2,广州河霖生物科技有限公司
1,北京中科德盛科技有限公司
1,巩义市科华仪器设备有限公司
1,深圳茘园博金科技有限公司
6,深圳市划时代科技有限公司
1,深圳市罗湖区新正山商店
2,成都业贤科技有限公司
1,北京路源光科技有限公司
1,深圳光韵达光电科技股份有限公司
14,深圳市南山区隆格格体育用品商行
1,清河县赛维金属材料有限公司
3,深圳市南山区祥志阳电子经营部
4,深圳市众阳电路科技有限公司
1,厦门亿恩达仪器设备有限公司
1,nufern
2,巩义市科华
1,广州钠磁贸易有限公司
3,骏业
2,骏业兴
3,深圳市塞恩思生物科技有限公司
2,西安致纯管道工程有限公司
1,江苏正能同位素有限公司
4,深圳易谱生物科技有限公司
52,深圳荣鑫生物科技有限公司
1,伟丹仪器经营部
2,Risym
2,risym
7,深圳市宝安区沙井新益丰机电行
10,深圳市通力微纳科技有限公司
1,深圳市台润琪有机玻璃制品有限公司
1,长垣县祥平实验器材销售部
2,义乌市英衡衡器有限公司
1,杭州包尔得新材料科技有限公司
1,滕州市明耀玻璃有限公司
2,深圳市伊汇旺科技有限公司
1,义乌市火狐狸野营用具有限公司
1,非凡力旗舰店
32,深圳市佐科生物技术有限公司
8,广州誉维生物科技仪器有限公司
15,北京康润诚业生物科技有限公司
1,常州能惠机电设备有限公司
1,上海宜茗仪器设备有限公司
1,北京天地永盛科技有限公司
2,索雷技术有限公司
2,北京北达聚邦科技有限公司
3,Newport
1,兴化市
1,深圳市南山区荔香源饮用水专卖店
1,广州坤赐五金制品有限公司
5,海门市科普顺实验器材经营部
1,北京泰诺科技有限公司
1,唐山万士和电子有限公司
4,东海县名文石英科技有限公司
8,西安宝莱特光电科技有限公司
1,北京中原聚合经贸有限公司
1,平湖市林安劳保用品经营部
1,博瑞铭扬国际服饰有限公司
1,美国标乐
2,得上经贸商行
4,歌丽尔商贸有限公司
1,上海结促实业有限公司
1,新兴叙道塑料制品经营部
10,深圳市合群汇智能科技有限公司
1,大连源钛商贸有限公司
2,深圳市三番科技有限公司
1,合肥汉泽仪器科技有限公司
2,三禾玻璃仪器泰兴市有限公司
1,深圳市宝安区西乡正源传动商行深圳市宝安区西乡正源传动商行
1,深圳市福田区皇佳威电子商行
2,原深圳市宝安区国家税务局石岩税务分局
1,上海赛纪电子有限公司
2,深圳市亚德菲贸易有限公司
1,上海润林半导体材料有限公司
1,上海谱幂精密仪器科技有限公司
2,沧州力特仪器设备有限公司
1,兴化市张郭镇个体零散税收代征管理办公室
7,深圳市给力通电脑科技有限公司
1,巩义市鑫德净水材料销售有限公司
1,厦门生光生物科技有限公司
1,沈阳京选贸易有限公司
3,深圳市研赛生物科技有限公司
2,深圳市库源生物科技有限公司
2,深圳市哲熙生物科技有限公司
12,深圳市欣海凌生物科技有限公司
7,深圳市南山区和易电子工具商行
1,城阳区安尚达五金店
3,苏州贝斯迪亚工具有限公司
1,衡水市桃城区泽达脚轮厂
1,廊坊聚兴科教仪器有限公司
12,深圳市赛茵科技有限公司
4,江阴市西石桥生力实验器材经营部
2,西部电子飞跃电脑耗材经营部
4,深圳市道尔顿实验室设备有限公司
21,深圳市南山区先达五金装饰材料店
1,东海县瑞朗石英制品有限公司
1,上海华廪实业有限公司
3,海门市中瑞实验器材经营部
2,海门市固铂实验器材经营部
4,上海圆迈贸易有限公司
15,深圳市瀚翔生物医疗电子股份有限公司
13,深圳市南山区德银电脑耗材经营部
4,深圳市博丞精密机械有限公司
1,东海县谱兴光电科技有限公司
2,沙迪克国际贸易（深圳）有限公司
1,广州市立道汽车用品有限公司
1,广州俊霖贸易有限公司
3,东莞市京东利昇贸易有限公司
1,江苏万千工品网络科技有限公司
9,深圳沃尔玛百货零售有限公司
4,南京爱牟源科学器材有限公司
1,东台市时堰镇名亚仪器仪表经营部
1,深圳市锦发铜铝有限公司
4,海门市中奇实验器材经营部
1,广州米邦网络科技有限公司贵阳分公司
1,上海家寅文教用品有限公司
1,嘉兴百工五金工具有限公司
1,深圳市宝安区沙井鹏翔文具劳保商行
1,上海拜澜仪器设备有限公司
12,深圳市盛航思科技有限公司
5,深圳市九迪光学仪器有限公司
8,上海祁陈光电材料经营部
2,当当
2,深圳市金濠轩电子科技有限公司
2,深圳市恒普山电子有限公司
9,深圳市亿云航科技有限公司
2,广州蜂汇电子科技有限公司
2,北京时代超群电子商务有限公司
6,深圳市乌龟跳科技有限公司
2,惠州市智嘉唯科技有限公司
2,深圳市壹佳家科技有限公司
3,深圳大菠萝电子商务有限公司
2,深圳市天士凯商贸有限公司
2,乐鑫信息科技（上海）有限公司
1,南京江南永新光学有限公司
4,当当网信息技术有限公司
1,四川文轩在线电子商务有限公司
4,上海皓元生物医药科技有限公司
1,珠海佳维陶瓷
2,北京书香文网文化有限公司
4,上海芮涵实业有限公司
1,上海苏荣玻璃制品有限公司
1,深圳市宝安区国家税务局西乡分局代开
8,深圳市南山区卓悦红五电脑经营部
7,深圳市南山区东华顺通讯营业部
