订单总价,供应商名称
1020,睢宁县姚集镇诚磁五金经营部
2267.64,天津艾维信化工科技有限公司
408,慈溪鑫智电子商务有限公司
2350,东莞市南城聚安机电经营部
1310,东莞市石碣永鑫机电经营部
32201,深圳市南山区金海鑫电脑经营部
24280,深圳市智龙电子信息科技有限公司
637.619998,深圳市宇凌科技有限公司
300,深圳市盛参科技有限公司
1010.4,昂氏(上海)电子贸易有限公司
464,北京谊和科技有限公司
583.2,深圳市中港大药房有限公司
174.34,登封市金冠商贸有限公司
130,深圳市晶亮铜业有限公司
176,深圳市光明新区公明雅胜劳保用品批发商行
156.08,乐清华起电气有限公司
151,义乌市霸捌包装材料有限公司
214.8,原深圳市宝安区国家税务局沙井税务分局代开六
102,兴化市祥鸿电子商务服务部
536.8,海门市大品实验器材经营部
1700,睢宁县姚集镇康恒五金经营部
615,太原市杏花岭区蓝科电池销售部
223,长沙欣辉电子科技有限公司
4537.62,海门市志达实验器材经营部
900,深圳市羊角砧科技有限公司
550,苏州高新区赛格电子市场格来兹电子电气商行
5080,深圳市福田区泓易盛信电子经营部
16800,深圳市龙岗区叁叄捌洗涤用品经营部
1882.15,深圳市佰瑞特斯科技有限公司
71,佛山市鼓力五金贸易有限公司
394.59,昆山爱熊猫网络科技有限公司
1383,高港区君利来教学设备经营部
1359.4,上海义昌仪电市场经营管理有限公司
6800,贰陆红外激光（苏州）有限公司
124,凯为光电
60999.4,洛阳轴承研究所有限公司
6874,西安百思达生物科技有限公司
1844.74,深圳市伯茂机械配件有限公司
3170,北京中金研新材料科技有限公司
8000,深圳市信鹰科技有限公司
228126.94,深圳鹏行医疗设备科技有限公司
238185,深圳市博诚生物科技有限公司
221037.19,博兴（深圳）生命科学有限公司
6050.21,无锡智恩铝型材有限公司
66903.14,京东商城
1377,通胜宝业数码专营店
736,凯胜永恒科技
92921,广州有田生物科技有限公司
705.9,四川巴蜀书社有限公司
2568,芃硕生物
1010,兰州奥力科精细化品技术有限公司
10387.23,匠星光电
173857.54,德安直扩生物技术（深圳）有限公司
14322.6,北京虹湖联合化工产品有限公司
2165,深圳市鑫威电子材料有限公司
253.6,深圳市民心大药房连锁有限公司
620,深圳顾友特种光源有限公司
500,深圳市煌润五金塑胶制品有限公司
278.72,慈溪市王铁匠五金产品经营部
2850,北京科朗达科技有限公司
9660,北京纤华源光电子材料有限公司
424.29,深圳市赛维拉科技有限公司
28649.88,温州东科生物科技有限公司
253,深圳市依时货拉拉科技有限公司
12733.74,赛默飞世尔科技（中国）有限公司
4600,上海子鹏生物科技有限公司
8500,深圳锐力光电科技有限公司
27860,北京中科科仪股份有限公司
8190,温州恒韵生物科技有限公司
49723,深圳市万臣科技有限公司
103.45,深圳市嘉曼工业设备有限公司
9300,天津中能锂业有限公司
56580,上海涉科光电科技有限公司
180,深圳市佳莱特光电科技有限公司
447.77,深圳市福田区旺鑫达电子经营部
80,深圳市相见欢实业有限公司
1600,北京金源新材科技有限公司
1042,海门市振慧实验器材经营部
8200,二道区优博仪器经销处
1000,天津市河北区浮利赛五金销售中心
7040,江苏美迪森生物医药有限公司
1160,深圳市南山区鑫佰优办公设备经营部
12627.5,广州创伟生物科技有限公司
112636.68,深圳远途科技贸易有限公司
680,深圳双海贸易有限公司
2480,深圳市瑞鑫达科教仪器贸易部
725.8,深圳市赛博科亚科技有限公司
248,广州拓标化玻仪器有限公司
970.02,苏州馨雅达家具有限公司
725.8,深圳市赛博亚科技有限公司
2840,深圳市碳纤维复合材料科技
31,东莞京东利昇
189,广州晶东贸易
20,瑞奇教学仪器
11890,深圳市南山区众兴科技电子经营部
4241,营口奥匹维特新能源科技有限公司
636,深圳市智欧电路有限公司
522,泾县新越实验仪器经营部
538,永康市臻宇家居用品有限公司
940,深圳市宝安区新安西格玛电子商行
880,深圳市兴安达五金塑料制品有限公司
290.3,上海肯鹏电子科技有限公司
2200,北京京迈研材料科技有限公司
2540,深圳市瑞鑫达
131,七星区光敏电子经营部
454,揭阳市创越三维科技有限公司
980,山东老屯汽配城
38398.5,深圳市杰事利科技有限公司
42000,厦门钨业股份有限公司
75,浙江莫泰电气
23303,中诺新材
139560.91,深圳市赛恩思生物科技有限公司
272,深圳市安斐科技有限公司
2330.45,深圳市福田区赛格电子市场佳和启航电子经营部
253.48,上海随乐贸易有限公司
74.2,上海线蓝数码科技有限公司
1778.41,西格玛奥德里奇（上海）贸易公司
36408,深圳市正冠光电科技有限公司
6630,深圳市佳宝特实业有限公司
1620,深圳市福永生物科技有限公司
183.2,深圳面兜兜科技有限公司
347.71,深圳美之高实业发展有限公司
305,北京大舜电子有限公司
13487,深圳市斯柏锐电子科技有限公司
178,欧莱德五金旗舰店
288.86,南京茂甘仪器科技有限公司
4400,深圳伯纳材料科技有限公司
4200,深圳华宇思创科技有限公司
1400,深圳华宇思创有限公司
3600,南城北纳创联生物科技有限公司
25120.51,深圳市冠森电子有限公司
28700,兰州市瑞源机械设备有限公司
7657,深圳市南山区凯斯通达电子经营部
1775,深圳市南山区九丰文具商行
2050,中诺新材科技有限公司
14620,南京橙乐云信息科技有限公司
1426.76,上海雷布斯生物科技有限公司
259.04,相城区望亭镇耐诺丝电子商务店
767.95,广州汉网贸易有限公司
70565.26,深圳市昌泰化工科技有限公司
214,高新区狮山安优洁防静电产品经营部
680,深圳市艺馨电子商务有限公司
20980,深圳市东科华家具有限公司
600,北京瑞氟斯
10635,深圳市南山区华夏电子商行
239,北京世纪卓越信息技术有限公司
273,深圳市海泰宏强科技有限公司
20,深圳市宝安区沙井鑫衡嘉气动元件经营部
163.8,武汉市硚口区金门子汽车用品商行
217,深圳市添翼兴电子科技有限公司
1324.34,兴化市楚卫金属制品有限公司
590,深圳市明生金属材料有限公司
108.18,深圳市佰瑞特五金制品有限公司
18376,东莞市汇通手板模型有限公司
7756.55996,广东晶东贸易有限公司
8,深圳市安智星科技有限公司
265,上海市松江区岳阳街道洁磊五金店
50,深圳市兴晟电路技术有限公司
96,东莞市石排凯胜自动化设备商店
330.2,苏州高新区狮山维玛捷奥电气经营部
227,泉稷（上海）实业有限公司
21.2,乐清市柳市稳定电器经营部
288,星虫机器人（上海）有限公司
18319.13,佛山市爱折腾信息技术有限公司
27.14,深圳市庄聚科技有限公司
277.8,深圳市福田区信泰微电子商行
2792,深圳市南山区永辉盛数码电脑配件经营部
11000,珠海市新力驰商贸有限公司
156.8,深圳市鑫宏昌磁材有限公司
113.6,无锡新区荷妹针织品商行
160,苏州高新区赛格电子市场鸿龙电器经销部
392,兴化市星际石英制品厂
1975,广州阳瑞仪器科技有限公司
340,杭州弘达电气有限公司
65048.6,深圳市科普生物有限公司
500,深圳市一加精密科技有限公司
37603.3418,深圳市南山区鹏兴电子配件经营部
2649,深圳市南山区顺华达数码商行
736,1231
6439.76,深圳市诺华斯生物科技有限公司
2452,深圳市大鹏新区兴润达超市
35834,中镜科仪
16077,深圳市南山区全盛电子经营部
121.8,深圳市昌盛达电子发展有限公司
298,南京苏测计量仪器有限公司
260,深圳市锐德威模具有限公司
31325,广州耀远科学仪器有限公司
279.2,郑州市傲威电子科技有限公司
30535,深圳市南山区伟信五金商行
66226.9,深圳市普笙乐科技有限公司
1020.03,东莞市桥头飞翔精密机械加工厂
706.8,深圳市融通五金模具有限公司
135,西安科酷电子商务有限公司
456.25,深圳市福田区万福特电子经营部
613.83,普宁市吉日电器
232,北京敏光飞逸科技有限公司
515,兴化市宏达管业有限公司
140,奥宾仕（五金）
45,Risym官方旗舰店
62,Feintool先进威专卖店
154,莲花数码精品
194,杭州长城机电市场承逸五金经营部
44,金骏泰螺丝店
100,亮飞五金专营店
175,深圳市阿拉贸易有限公司
660,深圳市工客创新科技有限公司
388,岩立信气动液压五金店
191,来来网网的小铺
81,冉华电子经营部
10578.64,贸泽电子
6160,深圳书芯艾科技有限公司
970,洛阳市双镁办公家具有限公司
1776,广州鸿康生物科技有限公司
2316.06,深圳市未来工场科技有限公司
34837,深圳市优加精密科技有限公司
49865,深圳宏康悠生物科技有限公司
2980,深圳市森瑞普机电有限公司
1800,深圳市健康水屋贸易有限公司龙井分店
3591,深圳市昊辉诚电子材料有限公司
324,上海亚芃生物科技有限公司
51,上海圣钻钻石有限公司
108617.2,佛山市南海区明俊长荣机械厂
4710,优合（广州）生物科技有限公司
1200,武汉华中科大仪博生命科学仪器有限公司
29517,广州智呈海科技有限公司
8610,长春市奥胜和医疗器械有限公司
1260,上海一基实业有限公司
4906,河南中镜科仪进出口贸易有限公司开封分公司
4725,梯希爱（上海）化成工业发展有限公司
686.2,北京华卓特陶瓷
17680,上海紫波贸易商行
55.2,天虹商场股份有限公司
37.52,宁海县竹月阁家艺有限公司
143,睢宁尚云财家具有限公司
21752,湖南丰晖生物科技有限公司
5950,上海途凌贸易有限公司
10520,深圳市宇宙机电有限公司
2500,南京葵克光电科技有限公司
1723,深圳市福田区赛格电子市场俊佑电子营业部
7150,苏州中芯启恒科学仪器有限公司
1222,复材易购
1200,广州贝奥吉因生物科技有限公司
6503,郑州鼎益信息技术有限公司
34270,上海谱色仪器设备销售中心
15730,上海色敏电子设备技术中心
5560,上海积量贸易商行
16370,上海米开罗那机电技术有限公司
22.44,深圳市福田区迪信创电子商行
28,深圳市鑫威成电子材料有限公司
43940,广州雷得生物技术有限公司
27420,南京先丰纳米材料科技有限公司
131,喜乐淘贸易有限公司
1392.7,晶东贸易有限公司
530,宜兴瑞邦
57000,北京拓扑光研科技发展有限公司
79,义乌市川木日用品有限公司
864,南京市秦淮区多班电子经营部
6501,东海县凯凯石英制品有限公司
288.5,兆盛不锈钢
37895.4,广州河霖生物科技有限公司
6000,北京中科德盛科技有限公司
1700,巩义市科华仪器设备有限公司
939.88,深圳茘园博金科技有限公司
51630,深圳市划时代科技有限公司
5925,深圳市罗湖区新正山商店
3728,成都业贤科技有限公司
3460,北京路源光科技有限公司
8360,深圳光韵达光电科技股份有限公司
59370.4,深圳市南山区隆格格体育用品商行
235,清河县赛维金属材料有限公司
43340,深圳市南山区祥志阳电子经营部
12175.54,深圳市众阳电路科技有限公司
5280,厦门亿恩达仪器设备有限公司
1518,nufern
950,巩义市科华
9865,广州钠磁贸易有限公司
6221,骏业
2366,骏业兴
21393.9,深圳市塞恩思生物科技有限公司
835,西安致纯管道工程有限公司
21600,江苏正能同位素有限公司
33080.82,深圳易谱生物科技有限公司
240728.58,深圳荣鑫生物科技有限公司
141,伟丹仪器经营部
2312,Risym
191.9,risym
62834,深圳市宝安区沙井新益丰机电行
33800,深圳市通力微纳科技有限公司
4300,深圳市台润琪有机玻璃制品有限公司
3000,长垣县祥平实验器材销售部
747,义乌市英衡衡器有限公司
300,杭州包尔得新材料科技有限公司
240,滕州市明耀玻璃有限公司
1170,深圳市伊汇旺科技有限公司
121,义乌市火狐狸野营用具有限公司
63.2,非凡力旗舰店
115873.87,深圳市佐科生物技术有限公司
46350,广州誉维生物科技仪器有限公司
21919.4,北京康润诚业生物科技有限公司
718,常州能惠机电设备有限公司
1117.88,上海宜茗仪器设备有限公司
1500,北京天地永盛科技有限公司
7735.05,索雷技术有限公司
7600,北京北达聚邦科技有限公司
2752.02,Newport
750,兴化市
1040,深圳市南山区荔香源饮用水专卖店
34.41,广州坤赐五金制品有限公司
